N,Z,A,elt,S(2n),S(2n) Error,S(2n) Experimental,S(2p),S(2p) Error,S(2p) Experimental,Q(a),Q(a) Error,Q(a) Experimental,Q(2B-),Q(2B-) Error,Q(2B-) Experimental,Q(ep),Q(ep) Error,Q(ep) Experimental,Q(B- n),Q(B- n) Error,Q(B- n) Experimental,S(n),S(n) Error,S(n) Experimental,S(p),S(p) Error,S(p) Experimental,Q(4B-),Q(4B-) Error,Q(4B-) Experimental,"Q(d,a)","Q(d,a) Error","Q(d,a) Experimental","Q(p,a)","Q(p,a) Error","Q(p,a) Experimental","Q(n,a)","Q(n,a) Error","Q(n,a) Experimental"
73,61,134,Pm,21254.0,160.0,False,6089.24,64.57,True,2011.79,86.41,True,-16811.0,304.0,False,3909.86,59.09,True,-17579.0,304.0,False,9402.42,76.59,True,1695.35,74.19,True,,,True,15397.86,62.62,True,5893.34,63.97,True,13208.31,74.46,True
72,62,134,Sm,22440.0,357.0,False,4528.0,197.0,False,2795.0,198.0,False,-20074.0,446.0,False,3667.0,201.0,False,-22211.0,357.0,False,12216.0,357.0,False,3257.0,202.0,False,,,True,10962.0,246.0,False,3148.0,280.0,False,12038.0,198.0,False
71,63,134,Eu,23870.0,499.0,False,2878.0,333.0,False,3043.0,357.0,False,,,True,8191.0,302.0,False,-22140.0,582.0,False,10763.0,422.0,False,-14.0,422.0,False,,,True,15862.0,422.0,False,5069.0,499.0,False,15379.0,359.0,False
70,64,134,Gd,,,True,801.0,499.0,False,3779.0,566.0,False,,,True,8640.0,499.0,False,,,True,13514.0,641.0,False,1355.0,499.0,False,,,True,11609.0,566.0,False,2832.0,566.0,False,14477.0,566.0,False
86,49,135,In,5207.0,446.0,False,,,True,-8573.0,641.0,False,23162.0,401.0,False,,,True,11834.0,401.0,False,2939.0,499.0,False,14897.0,566.0,False,37251.0,401.0,False,8103.0,499.0,False,8599.0,446.0,False,-7092.0,641.0,False
85,50,135,Sn,5901.0,3.62,True,31290.0,298.0,False,-7838.19,102.51,True,17096.54,3.52,True,-29002.0,400.0,False,5316.98,3.52,True,2269.81,4.41,True,16261.0,298.0,False,25780.91,4.83,True,7542.0,196.0,False,6643.35,60.11,True,-4722.0,196.0,False
84,51,135,Sb,6909.45,4.09,True,26804.0,196.0,False,-4090.21,3.78,True,14088.82,3.35,True,-25319.0,298.0,False,4772.1,3.81,True,3741.1,3.14,True,10545.55,4.12,True,17891.32,2.82,True,11894.36,3.26,True,11720.27,3.3,True,-1632.38,60.09,True
83,52,135,Te,10934.29,2.69,True,21432.84,2.57,True,-2889.12,4.01,True,8684.37,4.1,True,-18584.0,3.61,True,-1756.67,5.15,True,3266.36,3.24,True,10997.21,2.42,True,10121.72,1.75,True,11905.53,3.57,True,6770.55,3.01,True,4464.16,2.62,True
82,53,135,I,14063.52,6.75,True,19433.58,3.75,True,-4222.66,2.93,True,3802.5,2.25,True,-17047.57,2.67,True,-3724.64,2.06,True,7807.03,5.28,True,8534.37,3.43,True,2864.17,9.66,True,9868.78,2.92,True,6273.1,4.05,True,1502.53,3.21,True
81,54,135,Xe,14912.21,4.43,True,18053.97,4.26,True,-3627.05,3.72,True,1437.35,3.73,True,-11168.38,4.62,True,-7593.31,3.72,True,6358.65,3.72,True,9658.69,6.12,True,-1796.98,10.92,True,10155.92,7.43,True,4154.39,5.51,True,4421.44,5.1,True
80,55,135,Cs,15653.35,0.99,True,16301.32,6.5,True,-2563.85,1.16,True,-938.33,9.49,True,-10827.18,4.96,True,-6703.11,1.04,True,8761.81,0.99,True,6744.79,0.99,True,-6645.78,11.86,True,10772.73,2.6,True,6561.37,0.99,True,3768.25,4.18,True
79,56,135,Ba,16439.52,1.04,True,14784.87,2.42,True,-1861.86,0.31,True,-3234.33,10.26,True,-7013.65,0.31,True,-10703.17,19.93,True,6971.96,0.1,True,8248.31,0.31,True,-11636.89,19.13,True,10931.24,0.31,True,4166.24,1.08,True,7074.87,0.31,True
78,57,135,La,17291.57,29.49,True,13150.33,9.43,True,-1009.45,10.66,True,-5707.46,15.12,True,-7041.13,9.43,True,-9881.74,22.46,True,9495.98,22.05,True,4982.43,9.43,True,-16591.24,76.04,True,11621.1,9.49,True,6655.76,9.49,True,6155.77,9.49,True
77,58,135,Ce,18340.59,19.31,True,11640.5,10.32,True,-357.36,10.58,True,-8402.56,21.71,True,-2955.29,10.26,True,-14159.5,22.76,True,7854.6,22.83,True,6686.49,22.42,True,-21758.96,154.97,True,11589.02,29.77,True,3971.53,37.78,True,9465.25,10.32,True
76,59,135,Pr,19140.91,17.2,True,10019.42,30.34,True,408.48,30.34,True,-10883.79,76.37,True,-3006.18,23.17,True,-13360.75,16.71,True,10479.19,23.5,True,3391.94,23.56,True,-26788.0,196.0,False,12193.16,20.18,True,6399.09,23.61,True,8434.19,38.23,True
75,60,135,Nd,20023.87,50.35,True,8373.34,25.17,True,1069.91,37.97,True,-13356.39,155.81,True,1330.31,27.96,True,-17546.18,60.84,True,8638.49,22.48,True,4974.59,27.9,True,-31823.0,400.0,False,12434.78,22.85,True,3877.9,34.64,True,11903.69,28.0,True
74,61,135,Pm,20787.06,90.68,True,6692.44,76.48,True,1823.67,88.89,True,-15904.0,210.0,False,1186.95,78.14,True,-16747.0,210.0,False,11384.64,95.02,True,1694.61,76.37,True,-37227.0,408.0,False,12991.1,88.67,True,6237.79,79.24,True,10821.78,80.79,True
73,62,135,Sm,21769.0,336.0,False,5102.78,161.49,True,2485.9,157.06,True,-18467.0,428.0,False,5500.25,155.08,True,-21000.0,336.0,False,9552.0,249.0,False,3407.44,165.06,True,,,True,13261.24,162.6,True,3634.0,215.0,False,14214.99,156.51,True
72,63,135,Eu,23054.0,357.0,False,3318.0,202.0,False,3088.0,280.0,False,-21322.0,446.0,False,5302.0,204.0,False,-20917.0,446.0,False,12291.0,357.0,False,61.0,277.0,False,,,True,13794.0,357.0,False,5796.0,357.0,False,13126.0,246.0,False
71,64,135,Gd,24673.0,640.0,False,1737.0,499.0,False,3318.0,566.0,False,,,True,9697.0,445.0,False,,,True,11159.0,566.0,False,1751.0,499.0,False,,,True,13557.0,499.0,False,2674.0,565.0,False,16335.0,499.0,False
70,65,135,Tb,,,True,167.0,499.0,False,4020.0,567.0,False,,,True,9814.0,499.0,False,,,True,,,True,-1188.0,7.0,True,,,True,13745.0,641.0,False,,,True,15021.0,566.0,False
87,49,136,In,4992.0,499.0,False,,,True,-9145.0,640.0,False,23997.0,400.0,False,,,True,12051.0,400.0,False,2053.0,566.0,False,,,True,39035.0,400.0,False,9121.0,565.0,False,8274.0,499.0,False,,,True
86,50,136,Sn,5608.0,298.0,False,31557.0,499.0,False,-8060.0,357.0,False,18526.0,298.0,False,,,True,5720.0,298.0,False,3338.0,298.0,False,16660.0,499.0,False,30530.0,298.0,False,6473.0,422.0,False,6429.0,357.0,False,-6333.0,422.0,False
85,51,136,Sb,6628.97,6.07,True,27424.0,298.0,False,-4520.25,60.31,True,15038.33,15.34,True,-25268.0,401.0,False,5150.58,6.08,True,2887.87,6.4,True,11163.61,6.59,True,21831.82,6.13,True,12637.67,6.63,True,11231.05,6.13,True,-1397.0,196.0,False
84,52,136,Te,8034.16,3.57,True,22569.46,3.9,True,-303.64,3.02,True,12003.89,2.28,True,-21082.0,3.83,True,1282.56,3.07,True,4767.81,2.86,True,12023.92,3.49,True,14461.65,2.3,True,10306.08,2.85,True,9362.29,3.87,True,2095.01,2.97,True
83,53,136,I,11644.42,15.0,True,20102.61,14.29,True,-2334.86,14.4,True,6793.48,14.31,True,-17143.86,14.43,True,-1203.38,14.67,True,3837.39,14.34,True,9105.4,14.29,True,6492.26,55.03,True,13699.33,14.45,True,8255.96,14.34,True,5024.69,14.53,True
82,54,136,Xe,14445.97,0.01,True,18473.36,2.75,True,-3665.89,3.49,True,2457.76,0.31,True,-15989.35,1.72,True,-6918.83,0.99,True,8087.33,3.72,True,9938.98,2.06,True,79.21,0.41,True,8325.08,4.86,True,4293.16,6.43,True,2154.36,2.07,True
81,55,136,Cs,15590.18,1.88,True,16873.21,5.21,True,-3060.12,4.48,True,-301.22,53.2,True,-9848.52,2.79,True,-6559.52,1.86,True,6828.37,2.13,True,7214.52,4.17,True,-4998.34,11.61,True,12497.93,1.88,True,6168.93,3.05,True,5165.96,6.7,True
80,56,136,Ba,16079.7,0.11,True,15339.04,0.31,True,-2032.88,0.31,True,-2378.55,0.27,True,-9762.74,3.73,True,-10314.92,9.43,True,9107.74,0.04,True,8594.25,1.04,True,-9687.63,11.82,True,8715.04,0.31,True,4048.06,0.31,True,4403.05,2.42,True
79,57,136,La,16961.46,56.78,True,13724.27,53.17,True,-1309.71,53.18,True,-4697.12,54.39,True,-5744.81,53.18,True,-9492.63,54.15,True,7465.48,54.0,True,5475.95,53.17,True,-14867.56,87.17,True,13623.18,53.17,True,6380.19,53.18,True,7679.85,53.17,True
78,58,136,Ce,17818.12,20.39,True,12136.46,0.29,True,-498.27,1.13,True,-7309.09,11.82,True,-5946.84,0.27,True,-13643.83,11.82,True,9963.52,10.27,True,7154.03,9.43,True,-19697.48,12.5,True,9421.08,19.93,True,3850.07,27.95,True,6691.64,1.07,True
77,59,136,Pr,18955.0,23.32,True,10699.65,22.99,True,-41.62,38.12,True,-10170.44,70.02,True,-1986.01,14.84,True,-13198.06,22.3,True,8475.81,16.46,True,4013.15,15.38,True,-25097.0,196.0,False,14203.34,23.38,True,5941.91,19.97,True,9800.43,30.2,True
76,60,136,Nd,19695.49,16.71,True,8944.34,23.56,True,846.69,23.61,True,-12388.4,17.2,True,-1872.09,15.65,True,-17218.53,76.37,True,11056.99,22.48,True,5552.4,16.71,True,-30110.0,298.0,False,10039.51,23.5,True,3602.35,17.2,True,8865.33,20.18,True
75,61,136,Pm,20573.8,90.04,True,7219.87,72.0,True,1632.62,74.87,True,-14926.0,207.0,False,2476.98,70.08,True,-16384.02,169.35,True,9189.16,102.29,True,2245.28,71.67,True,-35040.0,505.0,False,15187.32,70.08,True,6026.51,83.31,True,12414.07,70.19,True
74,62,136,Sm,21577.0,196.0,False,5742.4,17.2,True,2190.0,27.24,True,-17721.0,298.0,False,2113.75,22.85,True,-20734.0,196.0,False,12024.99,155.13,True,4047.79,76.48,True,,,True,10638.67,59.09,True,3460.81,51.83,True,11167.88,48.22,True
73,63,136,Eu,22458.0,357.0,False,4083.0,204.0,False,2959.0,246.0,False,-20114.0,537.0,False,6519.0,210.0,False,-19925.0,445.0,False,10167.0,277.0,False,675.0,249.0,False,,,True,15843.0,277.0,False,5851.0,357.0,False,14810.0,202.0,False
72,64,136,Gd,23930.0,499.0,False,2292.0,357.0,False,3565.0,422.0,False,,,True,6479.0,336.0,False,-24336.0,499.0,False,12771.0,499.0,False,2231.0,357.0,False,,,True,11549.0,422.0,False,3010.0,422.0,False,13788.0,422.0,False
71,65,136,Tb,,,True,780.0,582.0,False,3646.0,640.0,False,,,True,10729.0,537.0,False,,,True,11376.0,641.0,False,-972.0,640.0,False,,,True,15883.0,641.0,False,4594.0,707.0,False,16753.0,582.0,False
88,49,137,In,4655.0,641.0,False,,,True,,,True,25020.0,503.0,False,,,True,12788.0,582.0,False,2602.0,640.0,False,,,True,41316.0,500.0,False,,,True,8744.0,640.0,False,,,True
87,50,137,Sn,5299.0,401.0,False,,,True,-8293.0,499.0,False,19515.0,401.0,False,,,True,6647.0,401.0,False,1961.0,499.0,False,16568.0,566.0,False,32595.0,401.0,False,7451.0,566.0,False,6736.0,499.0,False,-5222.0,566.0,False
86,51,137,Sb,6512.7,52.23,True,28110.0,404.0,False,-5021.0,202.0,False,16295.87,52.83,True,-26840.0,403.0,False,6293.57,52.21,True,3624.82,52.49,True,11450.0,303.0,False,26485.22,52.16,True,11282.67,52.25,True,11237.42,52.26,True,-2753.0,303.0,False
85,52,137,Te,7717.61,2.72,True,23249.45,3.72,True,-854.79,2.83,True,13079.65,2.1,True,-20694.0,298.0,False,2170.14,14.34,True,2949.8,3.1,True,12085.84,6.2,True,18417.48,2.12,True,11097.38,3.37,True,9580.84,2.71,True,2776.4,3.8,True
84,53,137,I,8719.75,8.63,True,21243.88,8.79,True,142.33,8.95,True,10189.35,8.39,True,-19138.35,10.21,True,2001.58,8.38,True,4882.36,16.48,True,9219.96,8.69,True,10784.43,8.55,True,12083.33,8.56,True,11041.54,8.82,True,3310.68,8.56,True
83,54,137,Xe,12112.89,3.72,True,19232.57,1.73,True,-1871.2,2.07,True,5337.83,0.33,True,-15247.11,2.28,True,-4116.02,1.88,True,4025.56,0.1,True,10127.16,14.19,True,3535.18,0.45,True,12106.55,2.06,True,6524.08,4.86,True,5796.74,2.75,True
82,55,137,Cs,15106.6,1.05,True,17344.4,2.09,True,-3112.26,6.44,True,595.08,1.64,True,-14289.36,14.19,True,-5730.0,0.19,True,8278.23,1.87,True,7405.42,0.36,True,-3343.91,8.14,True,10578.35,3.74,True,6444.27,0.36,True,3144.22,4.87,True
81,56,137,Ba,16013.37,0.08,True,15886.03,3.73,True,-2502.58,2.42,True,-1802.65,0.32,True,-8581.05,0.31,True,-9755.07,53.17,True,6905.63,0.07,True,8671.51,1.86,True,-8136.67,11.74,True,10571.21,1.04,True,4033.97,0.31,True,6050.99,0.31,True
80,57,137,La,16640.01,9.57,True,14136.99,1.93,True,-1494.67,1.66,True,-3939.0,8.29,True,-8090.96,2.47,True,-8703.63,1.61,True,9174.53,53.2,True,5542.74,1.63,True,-13067.84,13.15,True,11420.62,1.63,True,6673.22,1.63,True,5396.87,1.66,True
